Company,Model,Purpose,Use Exogenous,Low ARIMA Modes,LSTM Sequence Style,Origin Date,Model Fit Origin Date,Date,Origin Price,Actual,Forecast,Error,Scheduled Refit
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-18,2024-10-04,2024-10-21,5.33,5.28,5.3781964075931725,0.09819640759317227,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-21,2024-10-04,2024-10-22,5.28,5.3,5.240610645053328,-0.059389354946671524,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-21,2024-10-04,2024-10-22,5.28,5.3,5.234100413358414,-0.0658995866415859,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-21,2024-10-04,2024-10-22,5.28,5.3,5.276709817027487,-0.02329018297251295,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-21,2024-10-04,2024-10-22,5.28,5.3,5.124810709754208,-0.17518929024579144,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-22,2024-10-04,2024-10-23,5.3,5.17,5.398980316679498,0.2289803166794977,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-22,2024-10-04,2024-10-23,5.3,5.17,5.393881469704209,0.2238814697042093,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-22,2024-10-04,2024-10-23,5.3,5.17,5.262149556402461,0.09214955640246103,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-22,2024-10-04,2024-10-23,5.3,5.17,5.281359075939728,0.11135907593972849,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-23,2024-10-04,2024-10-24,5.17,5.16,5.050625710345899,-0.10937428965410145,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-23,2024-10-04,2024-10-24,5.17,5.16,5.044269213158895,-0.11573078684110527,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-23,2024-10-04,2024-10-24,5.17,5.16,5.245560208485947,0.08556020848594681,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-23,2024-10-04,2024-10-24,5.17,5.16,4.931096974023273,-0.2289030259767273,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-24,2024-10-04,2024-10-25,5.16,5.24,5.2450933267748105,0.005093326774810336,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-24,2024-10-04,2024-10-25,5.16,5.24,5.238360415214878,-0.0016395847851224943,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-24,2024-10-04,2024-10-25,5.16,5.24,5.238244826880653,-0.001755173119347475,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-24,2024-10-04,2024-10-25,5.16,5.24,5.125113471240513,-0.11488652875948713,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-25,2024-10-04,2024-10-28,5.24,5.25,5.387297656717144,0.137297656717144,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-25,2024-10-04,2024-10-28,5.24,5.25,5.379913544688583,0.1299135446885833,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-25,2024-10-04,2024-10-28,5.24,5.25,5.24144772313381,-0.008552276866190311,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-25,2024-10-04,2024-10-28,5.24,5.25,5.2663106947223355,0.016310694722335484,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-28,2024-10-04,2024-10-29,5.25,5.27,5.295745600203063,0.025745600203063823,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-28,2024-10-04,2024-10-29,5.25,5.27,5.288295296080298,0.01829529608029823,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-28,2024-10-04,2024-10-29,5.25,5.27,5.252228900400246,-0.01777109959975398,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-28,2024-10-04,2024-10-29,5.25,5.27,5.174081810996885,-0.09591818900311466,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-29,2024-10-04,2024-10-30,5.27,5.31,5.352780937609511,0.042780937609511405,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-29,2024-10-04,2024-10-30,5.27,5.31,5.34635600493438,0.036356004934380515,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-29,2024-10-04,2024-10-30,5.27,5.31,5.257117214784828,-0.052882785215171424,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-29,2024-10-04,2024-10-30,5.27,5.31,5.232622267135237,-0.0773777328647629,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-30,2024-10-04,2024-10-31,5.31,5.24,5.408037893740954,0.16803789374095413,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-30,2024-10-04,2024-10-31,5.31,5.24,5.4020382691216104,0.16203826912161023,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-30,2024-10-04,2024-10-31,5.31,5.24,5.265440079178305,0.025440079178304487,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-30,2024-10-04,2024-10-31,5.31,5.24,5.287966560778026,0.047966560778025524,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-10-31,2024-10-04,2024-11-01,5.24,5.27,5.19867327666688,-0.07132672333311962,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-10-31,2024-10-04,2024-11-01,5.24,5.27,5.191647118674477,-0.07835288132552254,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-10-31,2024-10-04,2024-11-01,5.24,5.27,5.271824629307572,0.001824629307572323,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-10-31,2024-10-04,2024-11-01,5.24,5.27,5.07681359726994,-0.19318640273005983,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-01,2024-11-01,2024-11-04,5.27,5.27,5.265920128932996,-0.00407987106700336,True
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-01,2024-11-01,2024-11-04,5.27,5.27,5.267022373821928,-0.002977626178071624,True
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-01,2024-11-01,2024-11-04,5.27,5.27,5.274645752490662,0.00464575249066268,True
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-01,2024-11-01,2024-11-04,5.27,5.27,5.271237143674851,0.001237143674851282,True
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-04,2024-11-01,2024-11-05,5.27,5.31,5.2701326328714835,-0.03986736712851613,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-04,2024-11-01,2024-11-05,5.27,5.31,5.268814509286337,-0.041185490713662176,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-04,2024-11-01,2024-11-05,5.27,5.31,5.303590847701437,-0.006409152298562759,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-04,2024-11-01,2024-11-05,5.27,5.31,5.278107432375337,-0.03189256762466286,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-05,2024-11-01,2024-11-06,5.31,5.17,5.375939400589882,0.20593940058988203,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-05,2024-11-01,2024-11-06,5.31,5.17,5.370824065543933,0.20082406554393284,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-05,2024-11-01,2024-11-06,5.31,5.17,5.309730426930157,0.13973042693015714,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-05,2024-11-01,2024-11-06,5.31,5.17,5.388194712512518,0.21819471251251787,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-06,2024-11-01,2024-11-07,5.17,5.39,5.030712510233457,-0.359287489766543,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-06,2024-11-01,2024-11-07,5.17,5.39,5.03273450753901,-0.35726549246098926,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-06,2024-11-01,2024-11-07,5.17,5.39,5.3246465099306715,-0.06535349006932822,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-06,2024-11-01,2024-11-07,5.17,5.39,5.028330476060859,-0.361669523939141,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-07,2024-11-01,2024-11-08,5.39,5.1,5.770466303374904,0.6704663033749041,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-07,2024-11-01,2024-11-08,5.39,5.1,5.765876960235016,0.6658769602350167,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-07,2024-11-01,2024-11-08,5.39,5.1,5.34154646758268,0.2415464675826806,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-07,2024-11-01,2024-11-08,5.39,5.1,5.772092307688552,0.6720923076885521,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-08,2024-11-01,2024-11-11,5.1,5.0,4.73375079910719,-0.2662492008928101,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-08,2024-11-01,2024-11-11,5.1,5.0,4.734951254792578,-0.26504874520742217,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-08,2024-11-01,2024-11-11,5.1,5.0,5.335381047665033,0.33538104766503274,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-08,2024-11-01,2024-11-11,5.1,5.0,4.720713443871086,-0.2792865561289144,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-11,2024-11-01,2024-11-12,5.0,4.8,5.065575232413911,0.26557523241391134,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-11,2024-11-01,2024-11-12,5.0,4.8,5.068616955925846,0.2686169559258458,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-11,2024-11-01,2024-11-12,5.0,4.8,5.286253586317439,0.48625358631743953,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-11,2024-11-01,2024-11-12,5.0,4.8,5.049544063459149,0.24954406345914926,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-12,2024-11-01,2024-11-13,4.8,4.78,4.638082033316616,-0.1419179666833843,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-12,2024-11-01,2024-11-13,4.8,4.78,4.643839342618071,-0.13616065738192962,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-12,2024-11-01,2024-11-13,4.8,4.78,5.183882443566622,0.40388244356662195,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-12,2024-11-01,2024-11-13,4.8,4.78,4.617577480738628,-0.16242251926137197,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-13,2024-11-01,2024-11-14,4.78,4.75,4.90156620846525,0.15156620846525026,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-13,2024-11-01,2024-11-14,4.78,4.75,4.908674019728593,0.1586740197285934,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-13,2024-11-01,2024-11-14,4.78,4.75,5.097723115670315,0.34772311567031533,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-13,2024-11-01,2024-11-14,4.78,4.75,4.880016658005237,0.13001665800523732,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-14,2024-11-01,2024-11-15,4.75,4.79,4.790300794953762,0.00030079495376167387,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-14,2024-11-01,2024-11-15,4.75,4.79,4.797641916485175,0.007641916485175315,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-14,2024-11-01,2024-11-15,4.75,4.79,4.996748143379663,0.20674814337966296,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-14,2024-11-01,2024-11-15,4.75,4.79,4.766629653987399,-0.023370346012600685,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-15,2024-11-01,2024-11-18,4.79,4.86,4.940377914822998,0.08037791482299728,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-15,2024-11-01,2024-11-18,4.79,4.86,4.947554455514611,0.08755445551461083,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-15,2024-11-01,2024-11-18,4.79,4.86,4.912058840968858,0.05205884096885782,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-15,2024-11-01,2024-11-18,4.79,4.86,4.915205098048921,0.05520509804892093,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-18,2024-11-01,2024-11-19,4.86,4.81,5.022064144418806,0.2120641444188065,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-18,2024-11-01,2024-11-19,4.86,4.81,5.02810598946117,0.21810598946117032,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-18,2024-11-01,2024-11-19,4.86,4.81,4.843351974816014,0.03335197481601426,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-18,2024-11-01,2024-11-19,4.86,4.81,4.9949655308958745,0.18496553089587486,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-19,2024-11-01,2024-11-20,4.81,4.82,4.81917596447099,-0.0008240355290105583,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-19,2024-11-01,2024-11-20,4.81,4.82,4.827388457331401,0.007388457331400922,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-19,2024-11-01,2024-11-20,4.81,4.82,4.796173379631776,-0.023826620368224027,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-19,2024-11-01,2024-11-20,4.81,4.82,4.793266285612763,-0.026733714387237484,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-20,2024-11-01,2024-11-21,4.82,4.8,4.940975534918176,0.1409755349181765,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-20,2024-11-01,2024-11-21,4.82,4.8,4.9504091544514655,0.15040915445146563,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-20,2024-11-01,2024-11-21,4.82,4.8,4.770443280541516,-0.02955671945848426,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-20,2024-11-01,2024-11-21,4.82,4.8,4.916374205209251,0.1163742052092509,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-21,2024-11-01,2024-11-22,4.8,4.77,4.854123974724215,0.08412397472421507,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-21,2024-11-01,2024-11-22,4.8,4.77,4.865431719712616,0.09543171971261621,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-21,2024-11-01,2024-11-22,4.8,4.77,4.7628489516156485,-0.0071510483843511,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-21,2024-11-01,2024-11-22,4.8,4.77,4.830505907769896,0.060505907769896616,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-22,2024-11-01,2024-11-25,4.77,4.9,4.827254751028907,-0.07274524897109291,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-22,2024-11-01,2024-11-25,4.77,4.9,4.839641160318135,-0.060358839681865284,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-22,2024-11-01,2024-11-25,4.77,4.9,4.767813173124817,-0.13218682687518335,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-22,2024-11-01,2024-11-25,4.77,4.9,4.803974890679008,-0.09602510932099229,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-25,2024-11-01,2024-11-26,4.9,4.76,5.1542450584127,0.3942450584127002,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-25,2024-11-01,2024-11-26,4.9,4.76,5.16776072810331,0.40776072810331065,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-25,2024-11-01,2024-11-26,4.9,4.76,4.792931932421081,0.03293193242108128,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-25,2024-11-01,2024-11-26,4.9,4.76,5.1319437798208165,0.3719437798208167,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-26,2024-11-01,2024-11-27,4.76,4.77,4.627217416325078,-0.14278258367492125,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-26,2024-11-01,2024-11-27,4.76,4.77,4.6417223726600865,-0.1282776273399131,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-26,2024-11-01,2024-11-27,4.76,4.77,4.807760175369689,0.03776017536968901,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-26,2024-11-01,2024-11-27,4.76,4.77,4.60586438296179,-0.16413561703820978,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-27,2024-11-01,2024-11-28,4.77,4.74,4.918285640840155,0.17828564084015497,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-27,2024-11-01,2024-11-28,4.77,4.74,4.934970629546526,0.19497062954652566,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-27,2024-11-01,2024-11-28,4.77,4.74,4.82101625803158,0.08101625803158008,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-27,2024-11-01,2024-11-28,4.77,4.74,4.8996564763124875,0.15965647631248725,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-28,2024-11-01,2024-11-29,4.74,4.84,4.764966170888357,-0.0750338291116428,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-28,2024-11-01,2024-11-29,4.74,4.84,4.783797733754238,-0.05620226624576219,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-28,2024-11-01,2024-11-29,4.74,4.84,4.8273310314729825,-0.012668968527017377,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-28,2024-11-01,2024-11-29,4.74,4.84,4.748538292124848,-0.09146170787515207,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-11-29,2024-11-29,2024-12-02,4.84,4.77,4.8159050430659,0.045905043065900486,True
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-11-29,2024-11-29,2024-12-02,4.84,4.77,4.816098872066435,0.0460988720664357,True
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-11-29,2024-11-29,2024-12-02,4.84,4.77,4.827990597383361,0.05799059738336165,True
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-11-29,2024-11-29,2024-12-02,4.84,4.77,4.826531906780088,0.056531906780088015,True
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-02,2024-11-29,2024-12-03,4.77,4.84,4.589780982149822,-0.25021901785017775,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-02,2024-11-29,2024-12-03,4.77,4.84,4.587706480902228,-0.25229351909777176,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-02,2024-11-29,2024-12-03,4.77,4.84,4.762263623679228,-0.07773637632077168,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-02,2024-11-29,2024-12-03,4.77,4.84,4.596241693757618,-0.24375830624238226,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-03,2024-11-29,2024-12-04,4.84,4.8,4.936695907277224,0.13669590727722447,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-03,2024-11-29,2024-12-04,4.84,4.8,4.932950087061094,0.13295008706109446,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-03,2024-11-29,2024-12-04,4.84,4.8,4.761857034620587,-0.03814296537941253,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-03,2024-11-29,2024-12-04,4.84,4.8,4.947809545351629,0.14780954535162927,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-04,2024-11-29,2024-12-05,4.8,4.81,4.599927826839669,-0.21007217316033078,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-04,2024-11-29,2024-12-05,4.8,4.81,4.58623764883177,-0.2237623511682294,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-04,2024-11-29,2024-12-05,4.8,4.81,4.748559589790469,-0.061440410209530505,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-04,2024-11-29,2024-12-05,4.8,4.81,4.623617212159612,-0.18638278784038764,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-05,2024-11-29,2024-12-06,4.81,4.82,4.8674207926359765,0.047420792635976206,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-05,2024-11-29,2024-12-06,4.81,4.82,4.85448383024925,0.034483830249249614,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-05,2024-11-29,2024-12-06,4.81,4.82,4.756880880857497,-0.06311911914250334,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-05,2024-11-29,2024-12-06,4.81,4.82,4.880051482022065,0.06005148202206456,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-06,2024-11-29,2024-12-09,4.82,5.03,4.719359917817423,-0.31064008218257744,False
Glencore,Hybrid / Temporal LSTM / Lag Only,isolates the marginal value of external factors,False,2,temporal,2024-12-06,2024-11-29,2024-12-09,4.82,5.03,4.703151839609621,-0.3268481603903792,False
Glencore,All LSTM / Temporal / Full Exog,isolates the fixed two-ARIMA routing decision,True,0,temporal,2024-12-06,2024-11-29,2024-12-09,4.82,5.03,4.749935648032611,-0.2800643519673889,False
Glencore,Hybrid / One-Step LSTM / Full Exog,tests the released source archive's length-one LSTM tensor shape,True,2,single_step,2024-12-06,2024-11-29,2024-12-09,4.82,5.03,4.734684313333111,-0.2953156866668891,False
Glencore,Hybrid / Temporal LSTM / Full Exog,reference causal paper-style architecture,True,2,temporal,2024-12-09,2024-11-29,2024-12-10,5.03,4.93,5.319563737920886,0.38956373792088606,False
